id,created_at,updated_at,deleted_at,name,type,quanto_multiplier,ref_discount_rate,order_price_deviate,maintenance_rate,mark_type,last_price,mark_price,index_price,funding_rate_indicative,mark_price_round,funding_offset,in_delisting,risk_limit_base,interest_rate,order_price_round,order_size_min,ref_rebate_rate,funding_interval,risk_limit_step,leverage_min,leverage_max,risk_limit_max,maker_fee_rate,taker_fee_rate,funding_rate,order_size_max,funding_next_apply,short_users,config_change_time,trade_size,position_size,long_users,funding_impact_value,orders_limit,trade_id,orderbook_id,enable_bonus,enable_credit,create_time,funding_cap_ratio
142,2024-02-28 13:22:08.106108+11,2024-02-28 13:22:08.106108+11,,OG_USDT,direct,0.1,0,0.3,0.025,index,5.325,5.325,5.3011,0.0001,0.001,0,f,500000,0.0003,0.001,1,0.2,28800,500000,1,20,5000000,-0.000152,0.00075,0.0001,1000000,1709107200,91,1702091582,1252190187,532304,93,5000,50,6062920,1803774806,t,t,1680924599,0.75
143,2024-02-28 13:22:08.106108+11,2024-02-28 13:22:08.106108+11,,XEM_USDT,direct,1,0,0.1,0.025,index,0.04008,0.04008,0.040082,0.0001,0.00001,0,f,500000,0.0003,0.00001,1,0.2,28800,500000,1,20,5000000,-0.000152,0.00075,0.0001,100000000,1709107200,45,1689064562,7480111781,1155224,40,5000,30,4364215,2109705649,t,t,0,0.75
144,2024-02-28 13:22:08.106108+11,2024-02-28 13:22:08.106108+11,,ALICE_USDT,direct,0.1,0,0.3,0.025,index,2.018,2.007,2.0019,0.000625,0.001,0,f,500000,0.0003,0.001,1,0.2,28800,500000,1,20,5000000,-0.000152,0.00075,0.000625,10000000,1709107200,80,1702393980,1008787214,749079,105,5000,50,5883963,2923640926,t,t,0,0.75
145,2024-02-28 13:22:08.106108+11,2024-02-28 13:22:08.106108+11,,ICP_USDT,direct,0.001,0,0.5,0.025,index,13.07,13.06,13.0448,0.000408,0.01,0,f,500000,0.0003,0.01,1,0.2,28800,500000,1,20,5000000,-0.000152,0.00075,0.000408,100000000,1709107200,128,1702091582,234308775798,100558060,446,5000,100,11544452,2957658599,t,t,0,0.75
146,2024-02-28 13:22:08.106108+11,2024-02-28 13:22:08.106108+11,,RARE_USDT,direct,10,0,0.1,0.1,index,0.14414,0.14355,0.14288,0.0001,0.00001,0,f,10000,0.0003,0.00001,1,0.2,28800,5000,1,5,55000,-0.000152,0.00075,0.0001,1000000,1709107200,54,1703837243,57910323,50320,56,5000,50,812846,324648748,f,t,0,0.75
147,2024-02-28 13:22:08.106108+11,2024-02-28 13:22:08.106108+11,,JTO_USDT,direct,1,0,0.5,0.025,index,2.3819,2.3801,2.3761,0.00039,0.0001,0,f,500000,0.0003,0.0001,1,0.2,14400,500000,1,20,5000000,-0.000152,0.00075,0.00039,1000000,1709092800,106,1702263782,230232855,263437,235,5000,100,2932871,1038476040,t,t,1701968463,0.75
148,2024-02-28 13:22:08.106108+11,2024-02-28 13:22:08.106108+11,,ACS_USDT,direct,100,0,0.1,0.01,index,0.002821,0.002826,0.002826,0.00005,0.000001,0,f,10000,0.0003,0.000001,1,0.2,14400,10000,1,50,40000,-0.000152,0.00075,0.00005,100000000,1709092800,16,1707292437,382661245,80870,33,5000,30,1363814,328916718,t,f,0,2
149,2024-02-28 13:22:08.106108+11,2024-02-28 13:22:08.106108+11,,FLUX_USDT,direct,1,0,0.3,0.05,index,1.0519,1.0519,1.04433,0.0001,0.0001,0,f,15000,0.0003,0.0001,1,0.2,28800,15000,1,10,60000,-0.000152,0.00075,0.0001,1000000,1709107200,84,1702004582,205761861,173105,71,5000,100,2543434,307390988,t,t,0,0.75
150,2024-02-28 13:22:08.106108+11,2024-02-28 13:22:08.106108+11,,BAKE_USDT,direct,0.1,0,0.5,0.025,index,0.429,0.4287,0.4279,0.000363,0.0001,0,f,500000,0.0003,0.0001,1,0.2,28800,500000,1,20,5000000,-0.000152,0.00075,0.000363,100000000,1709107200,93,1703131140,20222056434,6795964,183,5000,100,7048833,1495245206,f,t,0,0.75
151,2024-02-28 13:22:08.106108+11,2024-02-28 13:22:08.106108+11,,LRC_USDT,direct,1,0,0.3,0.01,index,0.2862,0.286,0.285462,0.000402,0.0001,0,f,500000,0.0003,0.0001,1,0.2,28800,500000,1,50,5000000,-0.000152,0.00075,0.000402,1000000,1709107200,81,1702090982,2308665277,874802,161,5000,100,7486356,5922362940,t,t,0,2
152,2024-02-28 13:22:08.106108+11,2024-02-28 13:22:08.106108+11,,CVC_USDT,direct,10,0,0.1,0.1,index,0.11662,0.11649,0.11627,0.0001,0.00001,0,f,10000,0.0003,0.00001,1,0.2,28800,5000,1,5,55000,-0.000152,0.00075,0.0001,1000000,1709107200,40,1703837245,67824405,18280,35,5000,50,1446078,2554324038,f,t,0,0.75
153,2024-02-28 13:22:08.106108+11,2024-02-28 13:22:08.106108+11,,CRO_USDT,direct,1,0,0.3,0.025,index,0.10198,0.10198,0.101638,0.0001,0.00001,0,f,500000,0.0003,0.00001,1,0.2,28800,500000,1,20,5000000,-0.000152,0.00075,0.0001,10000000,1709107200,70,1702350841,1492175504,1205802,79,5000,50,2868451,456683596,f,t,0,0.75
154,2024-02-28 13:22:08.106108+11,2024-02-28 13:22:08.106108+11,,ARDR_USDT,direct,10,0,0.1,0.1,index,0.09986,0.09905,0.09876,0.0001,0.00001,0,f,10000,0.0003,0.00001,1,0.2,28800,5000,1,5,55000,-0.000152,0.00075,0.0001,1000000,1709107200,14,1703837247,2429358,3338,30,5000,50,33205,22095210,t,t,1697938529,0.75
155,2024-02-28 13:22:08.106108+11,2024-02-28 13:22:08.106108+11,,MINA_USDT,direct,0.1,0,0.5,0.025,index,1.3,1.3005,1.3,0.000617,0.0001,0,f,500000,0.0003,0.0001,1,0.2,28800,500000,1,20,5000000,-0.000152,0.00075,0.000617,10000000,1709107200,125,1703391120,16930098204,3886292,237,5000,100,7999180,1771656279,t,t,0,0.8
156,2024-02-28 13:22:08.106108+11,2024-02-28 13:22:08.106108+11,,LIT_USDT,direct,1,0,0.3,0.025,index,1.2464,1.2464,1.2448,0.000175,0.0001,0,f,500000,0.0003,0.0001,1,0.2,28800,500000,1,20,5000000,-0.000152,0.00075,0.000175,1000000,1709107200,66,1702100880,395668937,61123,78,5000,50,2836820,1088568226,t,t,0,0.75
157,2024-02-28 13:22:08.106108+11,2024-02-28 13:22:08.106108+11,,AUDIO_USDT,direct,1,0,0.3,0.025,index,0.2761,0.2761,0.275447,0.000343,0.0001,0,f,500000,0.0003,0.0001,1,0.2,28800,500000,1,20,5000000,-0.000152,0.00075,0.000343,10000000,1709107200,68,1704047160,854937488,454900,95,5000,50,3797418,983457704,t,t,0,0.75
158,2024-02-28 13:22:08.106108+11,2024-02-28 13:22:08.106108+11,,ZKF_USDT,direct,100,0,0.5,0.05,index,0.008195,0.008156,0.008104,0.00142,0.000001,0,f,15000,0.0003,0.000001,1,0.2,28800,15000,1,10,60000,-0.000152,0.00075,0.00142,1000000,1709107200,81,1705569386,22309641,265425,146,5000,100,218025,85799010,t,t,1705569386,0.75
159,2024-02-28 13:22:08.106108+11,2024-02-28 13:22:08.106108+11,,ZIL_USDT,direct,10,0,0.3,0.025,index,0.02647,0.02655,0.026549,0.0001,0.00001,0,f,500000,0.0003,0.00001,1,0.2,28800,500000,1,20,5000000,-0.000152,0.00075,0.0001,1000000,1709107200,94,1702516081,3089078908,818919,133,5000,50,5886056,3267128394,t,t,0,0.8
160,2024-02-28 13:22:08.106108+11,2024-02-28 13:22:08.106108+11,,XMR_USDT,direct,0.01,0,0.3,0.025,index,138.54,138.54,138.39,0.000702,0.01,0,f,500000,0.0003,0.01,1,0.2,28800,500000,1,20,5000000,-0.000152,0.00075,0.000702,1000000,1709107200,134,1702004583,361230441,419198,103,5000,100,2266300,4269906247,t,t,0,0.75
161,2024-02-28 13:22:08.106108+11,2024-02-28 13:22:08.106108+11,,FRONT_USDT,direct,1,0,0.3,0.025,index,0.5953,0.5958,0.5957,0.000373,0.0001,0,f,500000,0.0003,0.0001,1,0.2,28800,500000,1,20,5000000,-0.000152,0.00075,0.000373,1000000,1709107200,68,1702187581,418556421,133712,89,5000,50,4250745,732814799,f,t,0,0.75
162,2024-02-28 13:22:08.106108+11,2024-02-28 13:22:08.106108+11,,AI_USDT,direct,1,0,0.5,0.01,index,1.7233,1.7211,1.7192,0.000271,0.0001,0,f,500000,0.0003,0.0001,1,0.2,14400,500000,1,50,5000000,-0.000152,0.00075,0.000271,1000000,1709092800,101,1704721320,214626097,610426,344,5000,100,1879248,474686576,t,t,1704721139,2
163,2024-02-28 13:22:08.106108+11,2024-02-28 13:22:08.106108+11,,PENDLE_USDT,direct,1,0,0.3,0.025,index,2.8935,2.8935,2.8876,0.000612,0.0001,0,f,500000,0.0003,0.0001,1,0.2,28800,500000,1,20,5000000,-0.000152,0.00075,0.000612,1000000,1709107200,74,1703798522,75390973,62604,101,5000,50,878735,607256003,t,t,1688379496,0.75
164,2024-02-28 13:22:08.106108+11,2024-02-28 13:22:08.106108+11,,CTSI_USDT,direct,1,0,0.3,0.025,index,0.3619,0.3618,0.360987,0.00092,0.0001,0,f,500000,0.0003,0.0001,1,0.2,28800,500000,1,20,5000000,-0.000152,0.00075,0.00092,10000000,1709107200,82,1702263783,1600281635,859561,71,5000,100,7218334,1315587264,t,t,0,0.75
165,2024-02-28 13:22:08.106108+11,2024-02-28 13:22:08.106108+11,,TURBO_USDT,direct,1000,0,0.3,0.1,index,0.0003921,0.000392,0.00039061,0.0001,0.0000001,0,f,10000,0.0003,0.0000001,1,0.2,28800,5000,1,5,55000,-0.000152,0.00075,0.0001,10000000,1709107200,75,1703837249,2930672856,243036,152,5000,100,8498104,1321083078,t,t,1683334257,0.75
166,2024-02-28 13:22:08.106108+11,2024-02-28 13:22:08.106108+11,,AGLD_USDT,direct,1,0,0.3,0.025,index,1.5032,1.5033,1.50328,0.0001,0.0001,0,f,500000,0.0003,0.0001,1,0.2,28800,500000,1,20,5000000,-0.000152,0.00075,0.0001,1000000,1709107200,86,1702273682,654335373,94309,61,5000,50,5173290,1338247428,t,t,0,0.75
167,2024-02-28 13:22:08.106108+11,2024-02-28 13:22:08.106108+11,,YGG_USDT,direct,1,0,0.5,0.025,index,0.6185,0.6174,0.616084,0.000312,0.0001,0,f,500000,0.0003,0.0001,1,0.2,14400,500000,1,20,5000000,-0.000152,0.00075,0.000312,10000000,1709092800,119,1697096848,4284111115,632359,213,5000,100,8754982,2484343987,t,t,0,0.75
168,2024-02-28 13:22:08.106108+11,2024-02-28 13:22:08.106108+11,,OP_USDT,direct,1,0,0.5,0.01,index,3.7279,3.7278,3.724,0.00058,0.0001,0,f,500000,0.0003,0.0001,1,0.2,28800,500000,1,50,5000000,-0.000152,0.00075,0.00058,1000000,1709107200,143,1701658983,3359813788,421388,507,5000,100,19131363,6552155771,t,t,0,0.75
169,2024-02-28 13:22:08.106108+11,2024-02-28 13:22:08.106108+11,,ZRX_USDT,direct,1,0,0.3,0.01,index,0.3812,0.3812,0.38079,0.000146,0.0001,0,f,500000,0.0003,0.0001,1,0.2,28800,500000,1,50,5000000,-0.000152,0.00075,0.000146,10000000,1709107200,74,1702177382,741147519,232571,79,5000,100,4757139,984213762,t,t,0,2
170,2024-02-28 13:22:08.106108+11,2024-02-28 13:22:08.106108+11,,TOKEN_USDT,direct,100,0,0.3,0.01,index,0.04133,0.04133,0.041265,0.000481,0.00001,0,f,500000,0.0003,0.00001,1,0.2,14400,500000,1,50,5000000,-0.000152,0.00075,0.000481,1000000,1709092800,61,1699326186,58142926,54722,132,5000,100,1318223,308182454,t,t,1699020176,0.75
171,2024-02-28 13:22:08.106108+11,2024-02-28 13:22:08.106108+11,,LADYS_USDT,direct,10000000,0,0.5,0.05,index,0.00000008688,0.00000008686,0.00000008653,0.0001,0.00000000001,0,f,15000,0.0003,0.00000000001,1,0.2,28800,15000,1,10,60000,-0.000152,0.00075,0.0001,10000000,1709107200,72,1702534981,2927966595,171432,138,5000,100,9726441,3175217240,t,t,1683853477,0.75
172,2024-02-28 13:22:08.106108+11,2024-02-28 13:22:08.106108+11,,GT_USDT,direct,0.1,0,0.1,0.1,index,4.998,4.998,4.981,0.004234,0.001,0,f,10000,0.0003,0.001,1,0.2,28800,5000,1,5,55000,-0.000152,0.00075,0.004234,1000000,1709107200,92,1703837251,227125517,319006,200,5000,30,3097056,233345709,f,f,0,0.75
173,2024-02-28 13:22:08.106108+11,2024-02-28 13:22:08.106108+11,,XCH_USDT,direct,0.001,0,0.3,0.05,index,39.21,39.13,39.01,0.0001,0.01,0,f,500000,0.0003,0.01,1,0.2,28800,500000,1,10,5000000,-0.000152,0.00075,0.0001,100000000,1709107200,85,1702091582,2559470911,6791412,155,5000,50,8445199,783835500,f,t,0,0.75
174,2024-02-28 13:22:08.106108+11,2024-02-28 13:22:08.106108+11,,VET_USDT,direct,100,0,0.3,0.025,index,0.04846,0.04857,0.048565,0.000274,0.00001,0,f,500000,0.0003,0.00001,1,0.2,28800,500000,1,20,5000000,-0.000152,0.00075,0.000274,1000000,1709107200,78,1702481220,61384012,31034,109,5000,50,1721379,2382716652,t,t,0,0.75
175,2024-02-28 13:22:08.106108+11,2024-02-28 13:22:08.106108+11,,ICE_USDT,direct,10,0,0.5,0.05,index,0.00572,0.00572,0.005721,0.0001,0.00001,0,f,15000,0.0003,0.00001,1,0.2,28800,15000,1,10,60000,-0.000152,0.00075,0.0001,1000000,1709107200,85,1705667535,147965259,686723,99,5000,100,224639,26190752,t,t,1705667535,0.75
176,2024-02-28 13:22:08.106108+11,2024-02-28 13:22:08.106108+11,,BICO_USDT,direct,0.1,0,0.3,0.025,index,0.401,0.4,0.39994,0.0001,0.001,0,f,500000,0.0003,0.001,1,0.2,28800,500000,1,20,5000000,-0.000152,0.00075,0.0001,100000000,1709107200,67,1702314540,4669139808,2177312,106,5000,50,4689708,483466890,t,t,0,0.75
177,2024-02-28 13:22:08.106108+11,2024-02-28 13:22:08.106108+11,,SLP_USDT,direct,1,0,0.3,0.025,index,0.004196,0.004196,0.004191,0.000213,0.000001,0,f,500000,0.0003,0.000001,1,0.2,28800,500000,1,20,5000000,-0.000152,0.00075,0.000213,100000000,1709107200,90,1697770985,219631028778,70704310,124,5000,100,22426495,1434560976,t,t,0,0.75
178,2024-02-28 13:22:08.106108+11,2024-02-28 13:22:08.106108+11,,ACH_USDT,direct,11,0,0.3,0.025,index,0.02653,0.02651,0.026477,0.0001,0.00001,0,f,500000,0.0003,0.00001,1,0.2,28800,500000,1,20,5000000,-0.000152,0.00075,0.0001,10000000,1709107200,86,1701658983,3833367524,960941,153,5000,100,11029717,1016314780,t,t,0,0.75
179,2024-02-28 13:22:08.106108+11,2024-02-28 13:22:08.106108+11,,AR_USDT,direct,0.1,0,0.3,0.01,index,21.02,21.011,20.9558,0.000545,0.001,0,f,500000,0.0003,0.001,1,0.2,28800,500000,1,50,3000000,-0.000152,0.00075,0.000545,1000000,1709107200,145,1701313383,298056891,248173,150,5000,100,2608047,2182069556,f,t,0,2
180,2024-02-28 13:22:08.106108+11,2024-02-28 13:22:08.106108+11,,IMX_USDT,direct,1,0,0.5,0.025,index,3.3209,3.3257,3.3256,0.000136,0.0001,0,f,500000,0.0003,0.0001,1,0.2,14400,500000,1,20,5000000,-0.000152,0.00075,0.000136,1000000,1709092800,130,1702338060,914130376,273291,115,5000,100,4917196,2428421311,t,t,0,0.75
181,2024-02-28 13:22:08.106108+11,2024-02-28 13:22:08.106108+11,,SPELL_USDT,direct,1000,0,0.1,0.025,index,0.0009492,0.0009446,0.00094296,0.000223,0.0000001,0,f,500000,0.0003,0.0000001,1,0.2,28800,500000,1,20,5000000,-0.000152,0.00075,0.000223,1000000,1709107200,62,1701140584,135249837,121964,130,5000,50,913991,643890063,t,t,0,0.75
182,2024-02-28 13:22:08.106108+11,2024-02-28 13:22:08.106108+11,,UNFI_USDT,direct,0.1,0,0.3,0.025,index,7.302,7.3,7.2871,0.000451,0.001,0,f,500000,0.0003,0.001,1,0.2,14400,500000,1,20,5000000,-0.000152,0.00075,0.000451,1000000,1709092800,62,1697096838,2376583023,308342,152,5000,100,9496186,2388883508,t,t,0,0.75
183,2024-02-28 13:22:08.106108+11,2024-02-28 13:22:08.106108+11,,ORN_USDT,direct,0.1,0,0.5,0.01,index,1.901,1.905,1.9053,0.00005,0.001,0,f,10000,0.0003,0.001,1,0.2,14400,10000,1,50,40000,-0.000152,0.00075,0.00005,1000000,1709092800,17,1709018466,364652,57519,22,5000,100,972,145703,t,t,1709018366,2
184,2024-02-28 13:22:08.106108+11,2024-02-28 13:22:08.106108+11,,METIS_USDT,direct,0.01,0,0.5,0.01,index,107.29,107.18,106.77,0.001012,0.01,0,f,500000,0.0003,0.01,1,0.2,28800,500000,1,50,5000000,-0.000152,0.00075,0.001012,1000000,1709107200,158,1705390291,37113069,2317471,103,5000,100,168234,72890756,t,t,1705390267,2
185,2024-02-28 13:22:08.106108+11,2024-02-28 13:22:08.106108+11,,SUSHI_USDT,direct,1,0,0.5,0.01,index,1.5812,1.5798,1.5791,0.000424,0.0001,0,f,500000,0.0003,0.0001,1,0.2,28800,500000,1,50,5000000,-0.000152,0.00075,0.000424,1000000,1709107200,137,1699171209,5204121815,710900,451,5000,100,25917480,8350482365,t,t,0,2
186,2024-02-28 13:22:08.106108+11,2024-02-28 13:22:08.106108+11,,FTT_USDT,direct,0.01,0,0.5,0.025,index,1.7475,1.7475,1.7443,0.0001,0.0001,0,f,15000,0.0003,0.0001,1,0.2,28800,15000,1,20,60000,-0.000152,0.00075,0.0001,100000000,1709107200,156,1706757828,218574172717,71076111,749,5000,50,39554711,8634955007,t,t,0,0.75
187,2024-02-28 13:22:08.106108+11,2024-02-28 13:22:08.106108+11,,HIGH_USDT,direct,1,0,0.1,0.1,index,1.872,1.872,1.8689,0.0001,0.0005,0,f,10000,0.0003,0.0005,1,0.2,28800,5000,1,5,55000,-0.000152,0.00075,0.0001,1000000,1709107200,74,1703837253,125262680,32122,66,5000,50,2324656,923965715,f,t,0,0.75
188,2024-02-28 13:22:08.106108+11,2024-02-28 13:22:08.106108+11,,HNT_USDT,direct,0.1,0,0.3,0.05,index,8.792,8.792,8.7684,0.000823,0.001,0,f,15000,0.0003,0.001,1,0.2,28800,15000,1,10,60000,-0.000152,0.00075,0.000823,1000000,1709107200,47,1703140073,1149181060,74317,57,5000,100,3146944,684625911,t,f,0,0.75
189,2024-02-28 13:22:08.106108+11,2024-02-28 13:22:08.106108+11,,ALT_USDT,direct,1,0,0.5,0.025,index,0.5314,0.5314,0.53076,0.000454,0.0001,0,f,50000,0.0003,0.0001,1,0.2,14400,25000,1,20,400000,-0.000152,0.00075,0.000454,1000000,1709092800,119,1706178095,448765130,1439657,293,5000,100,1022413,206534808,t,t,1706178095,0.75
190,2024-02-28 13:22:08.106108+11,2024-02-28 13:22:08.106108+11,,ARB_USDT,direct,1,0,0.5,0.01,index,1.886,1.8851,1.882,0.000824,0.0001,0,f,500000,0.0003,0.0001,1,0.2,28800,500000,1,50,5000000,-0.000152,0.00075,0.000824,1000000,1709107200,191,1701658982,2601589937,1898132,1584,5000,100,9759083,2995762777,t,t,1679578112,0.75
191,2024-02-28 13:22:08.106108+11,2024-02-28 13:22:08.106108+11,,DYM_USDT,direct,1,0,0.5,0.01,index,6.2617,6.2639,6.2512,0.000164,0.0001,0,f,10000,0.0003,0.0001,1,0.2,14400,10000,1,50,40000,-0.000152,0.00075,0.000164,1000000,1709092800,63,1707274818,22358461,94354,217,5000,100,1047724,282474672,t,t,1707274806,2
192,2024-02-28 13:22:08.106108+11,2024-02-28 13:22:08.106108+11,,YFI_USDT,direct,0.0001,0,0.3,0.025,index,8419.7,8420.3,8408.22,0.000271,0.1,0,f,500000,0.0003,0.1,1,0.2,28800,500000,1,20,5000000,-0.000152,0.00075,0.000271,1000000,1709107200,85,1699498985,675605845,189119,127,5000,100,3680591,5367611880,t,t,0,0.8
193,2024-02-28 13:22:08.106108+11,2024-02-28 13:22:08.106108+11,,NEAR_USDT,direct,1,0,0.5,0.01,index,3.959,3.957,3.953,0.000259,0.001,0,f,500000,0.0003,0.001,1,0.2,28800,500000,1,50,5000000,-0.000152,0.00075,0.000259,1000000,1709107200,118,1701831781,851464081,757007,318,5000,100,8855032,6222288081,t,t,0,0.75
194,2024-02-28 13:22:08.106108+11,2024-02-28 13:22:08.106108+11,,VELO_USDT,direct,100,0,0.3,0.1,index,0.005182,0.005182,0.005151,0.0001,0.000001,0,f,10000,0.0003,0.000001,1,0.2,28800,5000,1,5,55000,-0.000152,0.00075,0.0001,10000000,1709107200,68,1703837255,265821193,387322,108,5000,100,744900,168959711,f,t,1680137141,0.75
195,2024-02-28 13:22:08.106108+11,2024-02-28 13:22:08.106108+11,,NKN_USDT,direct,1,0,0.3,0.025,index,0.1419,0.1417,0.141608,0.0001,0.0001,0,f,500000,0.0003,0.0001,1,0.2,28800,500000,1,20,5000000,-0.000152,0.00075,0.0001,10000000,1709107200,67,1702815962,1572908473,834083,88,5000,50,6009757,1956142383,t,t,0,0.75
196,2024-02-28 13:22:08.106108+11,2024-02-28 13:22:08.106108+11,,XVS_USDT,direct,0.01,0,0.3,0.025,index,12.78,12.78,12.766,0.0001,0.01,0,f,500000,0.0003,0.01,1,0.2,28800,500000,1,20,5000000,-0.000152,0.00075,0.0001,1000000,1709107200,47,1702676101,505739454,202369,40,5000,50,3718319,313729291,f,t,0,0.75
197,2024-02-28 13:22:08.106108+11,2024-02-28 13:22:08.106108+11,,BAND_USDT,direct,0.1,0,0.3,0.025,index,2.218,2.218,2.2152,0.0001,0.001,0,f,500000,0.0003,0.001,1,0.2,28800,500000,1,20,3000000,-0.000152,0.00075,0.0001,1000000,1709107200,54,1702263782,1754770229,578074,98,5000,100,7110646,2573386882,t,t,0,0.75
198,2024-02-28 13:22:08.106108+11,2024-02-28 13:22:08.106108+11,,LOKA_USDT,direct,1,0,0.1,0.1,index,0.3057,0.3037,0.30207,0.0001,0.0001,0,f,10000,0.0003,0.0001,1,0.2,28800,5000,1,5,55000,-0.000152,0.00075,0.0001,10000000,1709107200,55,1703837257,229935603,269860,72,5000,50,1549108,407359393,t,t,0,0.75
199,2024-02-28 13:22:08.106108+11,2024-02-28 13:22:08.106108+11,,ZETA_USDT,direct,1,0,0.5,0.01,index,2.5764,2.5771,2.57108,0.000551,0.0001,0,f,10000,0.0003,0.0001,1,0.2,14400,10000,1,50,40000,-0.000152,0.00075,0.000551,1000000,1709092800,198,1706758416,255670872,814101,222,5000,100,2646917,528922511,t,t,1706758407,2
200,2024-02-28 13:22:08.106108+11,2024-02-28 13:22:08.106108+11,,STEEM_USDT,direct,10,0,0.1,0.01,index,0.2564,0.2556,0.2544,0.000394,0.0001,0,f,10000,0.0003,0.0001,1,0.2,14400,10000,1,50,40000,-0.000152,0.00075,0.000394,100000000,1709092800,58,1699458105,4061305,56652,34,5000,30,58329,60960965,t,t,1680822562,0.75
201,2024-02-28 13:22:08.106108+11,2024-02-28 13:22:08.106108+11,,BCH_USDT,direct,0.01,0,0.5,0.0067,index,291.6,291.62,291.26,0.000417,0.01,0,f,500000,0.0003,0.05,1,0.2,28800,500000,1,75,5000000,-0.000152,0.00075,0.000417,1000000,1709107200,167,1695887856,3979707214,568192,305,5000,100,19149609,7102326509,t,t,0,0.75
202,2024-02-28 13:22:08.106108+11,2024-02-28 13:22:08.106108+11,,ARK_USDT,direct,1,0,0.3,0.025,index,0.8649,0.8647,0.8627,0.00058,0.0001,0,f,500000,0.0003,0.0001,1,0.2,28800,500000,1,20,5000000,-0.000152,0.00075,0.00058,1000000,1709107200,61,1699498985,358121010,91879,82,5000,100,2034687,684856753,t,t,1695202130,0.75
203,2024-02-28 13:22:08.106108+11,2024-02-28 13:22:08.106108+11,,WAVES_USDT,direct,1,0,0.5,0.025,index,2.662,2.662,2.6573,0.000378,0.001,0,f,500000,0.0003,0.001,1,0.2,28800,500000,1,20,3000000,-0.000152,0.00075,0.000378,1000000,1709107200,93,1699596482,507622873,321353,199,5000,100,8092715,4601588345,t,t,0,0.75
204,2024-02-28 13:22:08.106108+11,2024-02-28 13:22:08.106108+11,,FIDA_USDT,direct,1,0,0.3,0.05,index,0.3759,0.3759,0.3738,0.0001,0.0001,0,f,15000,0.0003,0.0001,1,0.2,28800,15000,1,10,60000,-0.000152,0.00075,0.0001,10000000,1709107200,78,1702237022,375475678,246309,86,5000,50,1955496,365112305,t,t,0,0.75
205,2024-02-28 13:22:08.106108+11,2024-02-28 13:22:08.106108+11,,AMP_USDT,direct,1000,0,0.5,0.05,index,0.004706,0.004707,0.004731,-0.002737,0.000001,0,f,15000,0.0003,0.000001,1,0.2,14400,15000,1,10,60000,-0.000152,0.00075,-0.002737,1000000,1709092800,21,1702363684,2642603,7952,36,5000,100,89713,48301149,t,t,1702363666,0.75
206,2024-02-28 13:22:08.106108+11,2024-02-28 13:22:08.106108+11,,STRK_USDT,direct,1,0,0.5,0.01,index,1.9148,1.9148,1.9129,0.000687,0.0001,0,f,10000,0.0003,0.0001,1,0.2,14400,10000,1,50,40000,-0.000152,0.00075,0.000687,1000000,1709092800,104,1708441555,49691432,474731,450,5000,100,728638,182327330,t,t,1708436662,2
207,2024-02-28 13:22:08.106108+11,2024-02-28 13:22:08.106108+11,,CELO_USDT,direct,1,0,0.3,0.025,index,0.9603,0.9603,0.9597,0.0001,0.0001,0,f,500000,0.0003,0.0001,1,0.2,28800,500000,1,20,5000000,-0.000152,0.00075,0.0001,1000000,1709107200,57,1702652401,232651346,207142,141,5000,50,753468,718752163,f,t,0,0.75
208,2024-02-28 13:22:08.106108+11,2024-02-28 13:22:08.106108+11,,FLM_USDT,direct,10,0,0.3,0.025,index,0.10405,0.10405,0.103763,0.00005,0.00005,0,f,500000,0.0003,0.00005,1,0.2,14400,500000,1,20,5000000,-0.000152,0.00075,0.00005,1000000,1709092800,73,1702355041,518951790,56294,72,5000,50,4110858,1304056756,f,t,0,0.75
209,2024-02-28 13:22:08.106108+11,2024-02-28 13:22:08.106108+11,,CRV_USDT,direct,0.1,0,0.5,0.025,index,0.61,0.61,0.6097,0.000132,0.001,0,f,500000,0.0003,0.001,1,0.2,28800,500000,1,20,5000000,-0.000152,0.00075,0.000132,10000000,1709107200,110,1703567880,19586275285,15255866,277,5000,100,8507654,4150510777,t,t,0,0.75
210,2024-02-28 13:22:08.106108+11,2024-02-28 13:22:08.106108+11,,GLMR_USDT,direct,0.1,0,0.3,0.025,index,0.461,0.461,0.4609,0.0001,0.001,0,f,500000,0.0003,0.001,1,0.2,28800,500000,1,20,5000000,-0.000152,0.00075,0.0001,100000000,1709107200,69,1698289385,12864215994,6119547,124,5000,100,5945739,355000289,t,t,0,0.75
211,2024-02-28 13:22:08.106108+11,2024-02-28 13:22:08.106108+11,,OAX_USDT,direct,10,0,0.1,0.1,index,0.17679,0.17739,0.178693,0.0001,0.00001,0,f,10000,0.0003,0.00001,1,0.2,28800,5000,1,5,55000,-0.000152,0.00075,0.0001,1000000,1709107200,22,1703837259,67341517,9305,52,5000,50,1196079,826870085,t,t,1680311542,0.75
212,2024-02-28 13:22:08.106108+11,2024-02-28 13:22:08.106108+11,,SLN_USDT,direct,0.1,0,0.5,0.01,index,5.2658,5.2594,5.2442,0.00005,0.0001,0,f,10000,0.0003,0.0001,1,0.2,14400,10000,1,50,40000,-0.000152,0.00075,0.00005,1000000,1709092800,59,1708684029,31959760,362697,124,5000,100,201790,30768609,t,t,1708683472,2
